;Unnamed: 0;Submitby Date Time;Tc Direct Project ID;Challenge Manager;Challenge Copilot;Posting Date Date;Track;Technology List;Duration;Num Valid Submissions;First Place Prize;Num Appeals;Num Checkpoint Submissions;Num Registrations;Num Submissions;Num Submissions Passed Review;Num Successful Appeals;Num Valid Checkpoint Submissions;Contest Prizes Total;Copilot Cost;Total Prize
128;129;2020-01-20 22:04:28;22528;AAAAAAAAAH;AAAAAAAABH;2020-01-16;Develop;ReactJS,SCSS;7175;5;US$800,00;0;0;32;5;5;0;0;US$2.408,00;US$600,00;US$1.200,00
129;130;2020-01-19 02:06:00;12591;AAAAAAAAAH;AAAAAAAAAX;2020-01-16;Develop;Elasticsearch,Node.js;7202;9;US$600,00;0;0;56;9;7;0;0;US$2.196,00;US$600,00;US$900,00
130;131;2020-01-18 09:08:23;24008;AAAAAAAAAH;AAAAAAAAAX;2020-01-13;QA;Node.js,Protractor,QA,TypeScript;10072;4;US$600,00;0;0;25;4;4;0;0;US$1.896,00;US$600,00;US$900,00
131;132;2020-01-18 08:01:12;12591;AAAAAAAAAH;AAAAAAAAAC;2020-01-10;Design;0;17599;10;US$1.000,00;0;11;32;10;10;0;11;US$2.150,00;US$300,00;US$1.800,00
132;133;2020-01-18 23:38:01;20205;AAAAAAAAAH;AAAAAAAABD;2020-01-17;QA;QA;15371;5;US$750,00;0;0;23;5;2;0;0;US$2.550,00;US$1.200,00;US$1.250,00
133;134;2020-01-18 03:18:07;22528;AAAAAAAAAH;AAAAAAAABH;2020-01-13;Develop;Elasticsearch,Node.js,PostgreSQL;11018;5;US$800,00;0;0;40;5;5;0;0;US$2.408,00;US$600,00;US$1.200,00
134;135;2020-01-18 12:08:44;25041;AAAAAAAAAH;AAAAAAAABE;2020-01-14;Develop;Android,Mobile,ReactJS,iOS;6417;1;US$1.500,00;0;0;36;1;1;0;0;US$2.640,00;US$600,00;US$2.250,00
135;136;2020-01-16 06:10:48;25101;AAAAAAAAAH;AAAAAAAABB;2020-01-10;Data Science;Data Science,Deep Learning,Machine Learning;17885;14;US$800,00;0;0;60;14;14;0;0;US$2.400,00;US$600,00;US$1.800,00
137;138;2020-01-15 15:03:00;24567;AAAAAAAAAH;AAAAAAAABE;2019-12-26;QA;Angular 4,Node.js,QA,TypeScript;0;3;US$2.400,00;0;0;49;3;3;0;0;US$1,00;US$1,00;US$3.600,00
138;139;2020-01-15 01:05:11;22528;AAAAAAAAAH;AAAAAAAABH;2020-01-11;Develop;ReactJS,SCSS;8440;4;US$900,00;0;0;40;4;3;0;0;US$2.544,00;US$600,00;US$1.350,00
139;140;2020-01-15 23:42:06;20205;AAAAAAAAAH;AAAAAAAABD;2020-01-13;QA;QA;18975;26;US$224,00;0;0;47;26;9;0;0;US$5.400,20;US$1.200,00;US$1.804,30
140;141;2020-01-15 00:05:18;25101;AAAAAAAAAH;AAAAAAAABB;2020-01-10;Develop;Machine Learning,Python;11058;5;US$800,00;0;0;50;5;5;0;0;US$2.408,00;US$600,00;US$1.200,00
141;142;2020-01-14 10:03:49;25140;AAAAAAAAAH;AAAAAAAAAC;2020-01-08;Design;0;10217;7;US$1.300,00;0;11;38;7;7;0;11;US$3.150,00;US$600,00;US$2.500,00
142;143;2020-01-14 10:04:10;25140;AAAAAAAAAH;AAAAAAAAAC;2020-01-08;Design;0;10298;16;US$1.700,00;0;20;43;16;16;0;20;US$3.900,00;US$600,00;US$3.250,00
143;144;2020-01-14 09:04:38;24486;AAAAAAAAAH;AAAAAAAAAQ;2020-01-02;Design;0;20279;13;US$1.300,00;0;25;54;13;13;0;25;US$3.150,00;US$600,00;US$2.500,00
144;145;2020-01-13 09:10:44;25009;AAAAAAAAAH;AAAAAAAABJ;2019-12-20;Data Science;Data Science;0;47;US$5.000,00;0;0;109;47;47;0;0;US$5.000,00;US$5.000,00;US$11.500,00
145;146;2020-01-13 09:12:48;24008;AAAAAAAAAH;AAAAAAAABF;2020-01-08;QA;QA;12920;7;US$900,00;0;0;35;7;6;0;0;US$2.814,00;US$600,00;US$1.350,00
146;147;2020-01-13 11:17:40;12591;AAAAAAAAAH;AAAAAAAAAP;2020-01-09;Develop;AWS,Elasticsearch,Node.js,ReactJS;8319;1;US$600,00;0;0;20;1;1;0;0;US$1.416,00;US$600,00;US$900,00
147;148;2020-01-12 09:03:18;25042;AAAAAAAAAH;AAAAAAAAAQ;2019-12-24;Design;0;41588;8;US$1.700,00;0;21;53;9;8;0;21;US$3.900,00;US$600,00;US$3.250,00
148;149;2020-01-12 09:09:14;24246;AAAAAAAAAH;AAAAAAAAAA;2020-01-07;Develop;CSS,HTML5,JavaScript,ReactJS;8745;1;US$1.400,00;0;0;53;1;1;0;0;US$2.504,00;US$600,00;US$2.100,00
149;150;2020-01-11 15:03:06;25085;AAAAAAAAAH;AAAAAAAAAA;2020-01-06;Develop;Swift,iOS;0;0;US$1.000,00;0;0;23;0;0;0;0;US$0,00;US$0,00;US$1.500,00
150;151;2020-01-11 23:43:56;20205;AAAAAAAAAH;AAAAAAAABD;2020-01-09;QA;QA;20208;11;US$750,00;0;0;30;11;9;0;0;US$3.117,00;US$1.200,00;US$1.550,00
151;152;2020-01-11 17:09:35;21043;AAAAAAAAAH;AAAAAAAAAP;2020-01-09;Develop;AWS,Docker,Elasticsearch,Node.js;4261;3;US$400,00;0;0;26;3;3;0;0;US$1.424,00;US$600,00;US$600,00
152;153;2020-01-10 09:03:41;24467;AAAAAAAAAH;AAAAAAAAAE;2020-01-03;Data Science;Data Science,Python;15880;9;US$2.000,00;0;0;67;9;9;0;0;US$6.320,00;US$600,00;US$3.400,00
153;154;2020-01-10 20:01:57;21043;AAAAAAAAAH;AAAAAAAABE;2020-01-07;Develop;AWS,JavaScript,Node.js;6961;2;US$500,00;0;0;27;2;2;0;0;US$1.530,00;US$600,00;US$700,00
154;155;2020-01-09 01:03:28;25041;AAAAAAAAAH;AAAAAAAABE;2020-01-04;Develop;Ionic,TypeScript,UI Prototype;0;0;US$1.200,00;0;0;43;0;0;0;0;US$0,00;US$0,00;US$1.800,00
155;156;2020-01-09 06:20:54;22339;AAAAAAAAAH;AAAAAAAABA;2020-01-05;Develop;Angular 2+,JavaScript;8546;2;US$1.000,00;0;0;43;2;2;0;0;US$2.560,00;US$600,00;US$1.500,00
156;157;2020-01-08 21:54:40;25064;AAAAAAAAAH;AAAAAAAAAV;2020-01-03;Develop;Node.js;8924;3;US$900,00;0;0;40;3;3;0;0;US$2.454,00;US$600,00;US$1.350,00
157;158;2020-01-08 17:15:56;22339;AAAAAAAAAH;AAAAAAAABE;2020-01-03;Develop;AWS,Node.js,TypeScript;9890;2;US$800,00;0;0;46;2;1;0;0;US$1.768,00;US$600,00;US$1.200,00
158;159;2020-01-07 11:10:47;22528;AAAAAAAAAH;AAAAAAAABH;2020-01-02;Develop;Elasticsearch,Node.js,PostgreSQL;10138;4;US$1.200,00;0;0;49;4;3;0;0;US$3.192,00;US$600,00;US$1.800,00
159;160;2020-01-07 05:01:13;25039;AAAAAAAAAH;AAAAAAAAAS;2019-12-23;Design;0;50141;11;US$1.300,00;0;16;32;11;11;0;16;US$3.250,00;US$600,00;US$2.500,00
160;161;2020-01-05 14:05:50;24742;AAAAAAAAAH;AAAAAAAABE;2020-01-02;Develop;Android,Appium,Python,iOS;8162;6;US$800,00;0;0;31;6;3;0;0;US$2.488,00;US$600,00;US$1.200,00
161;162;2020-01-05 11:18:40;24600;AAAAAAAAAH;AAAAAAAAAZ;2019-12-31;QA;QA;15061;9;US$500,00;0;0;34;9;9;0;0;US$1.550,00;US$600,00;US$500,00
162;163;2020-01-05 09:32:39;25028;AAAAAAAAAR;AAAAAAAAAV;2019-12-27;Design;0;18442;5;US$800,00;0;2;34;7;5;0;2;US$2.600,00;US$600,00;US$2.050,00
163;164;2020-01-05 11:18:01;23892;AAAAAAAAAH;AAAAAAAAAZ;2019-12-31;QA;QA;11795;9;US$500,00;0;0;38;9;8;0;0;US$1.570,00;US$600,00;US$500,00
164;165;2020-01-04 21:14:09;17563;AAAAAAAAAH;AAAAAAAAAL;2020-01-01;Develop;Apache Kafka,Elasticsearch,Node.js;8483;4;US$800,00;0;0;43;4;3;0;0;US$2.328,00;US$600,00;US$1.200,00
165;166;2020-01-04 20:13:47;21925;AAAAAAAADV;AAAAAAAABJ;2019-12-23;Data Science;Data Science,Python;45821;14;US$3.000,00;0;0;67;14;14;0;0;US$12.695,00;US$600,00;US$5.950,00
166;167;2020-01-02 21:21:23;24496;AAAAAAAAAH;AAAAAAAABK;2019-12-28;Develop;HTML,JavaScript,Node.js,Office365,XML;9441;1;US$600,00;0;0;33;1;1;0;0;US$1.416,00;US$600,00;US$900,00
167;168;2020-01-02 09:16:26;21852;AAAAAAAAAH;AAAAAAAAAE;2019-12-27;Develop;Angular 2+,Node.js,PostgreSQL;12338;2;US$1.400,00;0;0;49;2;2;0;0;US$3.344,00;US$600,00;US$2.100,00
168;169;2020-01-02 23:39:48;20205;AAAAAAAAAH;AAAAAAAABD;2019-12-30;QA;QA;11822;23;US$189,00;0;0;48;23;9;0;0;US$5.386,10;US$1.200,00;US$1.711,50
169;170;2020-01-02 09:26:22;21925;AAAAAAAAAH;AAAAAAAABJ;2019-12-19;Data Science;Data Science;56612;14;US$3.000,00;0;0;58;14;14;0;0;US$9.040,00;US$600,00;US$5.950,00
171;172;2020-01-01 02:56:00;24268;AAAAAAAADW;AAAAAAAABK;2019-12-27;QA;.NET,C#,QA,Selenium;0;0;US$1.000,00;0;0;22;0;0;0;0;US$0,00;US$0,00;US$1.500,00
172;173;2020-01-01 21:16:08;24008;AAAAAAAAAH;AAAAAAAABL;2019-12-24;QA;QA;22419;4;US$900,00;0;0;22;4;4;0;0;US$1.999,00;US$0,00;US$1.350,00
173;174;2020-01-01 03:36:45;23872;AAAAAAAAAH;AAAAAAAAAW;2019-12-27;Develop;Angular 4;9266;2;US$1.000,00;0;0;44;2;2;0;0;US$2.660,00;US$600,00;US$1.500,00
174;175;2020-01-01 14:45:17;24981;AAAAAAAAAH;AAAAAAAAAO;2019-12-24;Data Science;Data Science,Python;11686;1;US$2.000,00;0;0;81;1;0;0;0;US$0,00;US$0,00;US$3.400,00
175;176;2020-01-01 03:06:44;22339;AAAAAAAAAH;AAAAAAAABA;2019-12-29;Develop;Angular 2+,JavaScript,Node.js;6015;7;US$600,00;0;0;59;7;6;0;0;US$1.788,00;US$600,00;US$900,00
176;177;2019-12-31 09:05:55;23173;AAAAAAAAAH;AAAAAAAAAE;2019-12-06;Data Science;Data Science,Python;58020;7;US$5.000,00;0;0;53;7;7;0;0;US$13.000,00;US$600,00;US$10.000,00
177;178;2019-12-31 07:30:59;22339;AAAAAAAAAH;AAAAAAAABA;2019-12-26;Develop;HTML,JavaScript,Jekyll,SCSS;8893;5;US$1.000,00;0;0;30;5;3;0;0;US$2.860,00;US$600,00;US$1.500,00
178;179;2019-12-31 23:58:19;22241;AAAAAAAAAH;AAAAAAAABM;2019-12-03;Develop;Word/Rich Text;41845;25;US$0,00;0;0;98;25;25;0;0;US$600,00;US$600,00;US$0,00
179;180;2019-12-31 14:52:57;23634;AAAAAAAADX;AAAAAAAABJ;2019-12-06;Data Science;Data Science,Python;55103;11;US$10.000,00;0;0;70;11;11;0;0;US$26.992,00;US$600,00;US$20.000,00
180;181;2019-12-31 09:10:17;25066;AAAAAAAAAH;AAAAAAAAAC;2019-12-28;Design;0;8754;49;US$2.000,00;0;0;66;49;49;0;0;US$6.800,00;US$600,00;US$5.750,00
181;182;2019-12-31 01:51:51;21925;AAAAAAAAAH;AAAAAAAAAO;2019-12-28;QA;Frontend,QA;7550;14;US$300,00;0;0;40;14;13;0;0;US$1.060,00;US$600,00;US$460,00
182;183;2019-12-31 09:05:16;23012;AAAAAAAAAH;AAAAAAAAAE;2019-12-06;Data Science;Data Science,Python;55353;9;US$5.000,00;0;0;57;9;9;0;0;US$13.500,00;US$600,00;US$10.000,00
183;184;2019-12-31 20:26:23;25064;AAAAAAAAAH;AAAAAAAAAV;2019-12-26;Develop;Java,ReactJS;8979;1;US$1.000,00;0;0;30;1;1;0;0;US$1.960,00;US$600,00;US$1.500,00
184;185;2019-12-31 09:16:02;23663;AAAAAAAADX;AAAAAAAABJ;2019-12-06;Data Science;Data Science,Python;45100;9;US$5.000,00;0;0;50;9;9;0;0;US$13.500,00;US$600,00;US$10.000,00
185;186;2019-12-30 09:12:16;21925;AAAAAAAAAH;AAAAAAAABJ;2019-12-16;Data Science;Data Science,Python;36595;11;US$3.000,00;0;0;76;11;11;0;0;US$7.570,00;US$600,00;US$5.950,00
186;187;2019-12-30 23:08:51;22528;AAAAAAAAAH;AAAAAAAABH;2019-12-25;Develop;Elasticsearch,Node.js,PostgreSQL;0;0;US$1.000,00;0;0;32;0;0;0;0;US$0,00;US$0,00;US$1.500,00
187;188;2019-12-30 02:00:35;24703;AAAAAAAAAH;AAAAAAAAAY;2019-12-13;Design;0;58428;12;US$1.300,00;0;12;30;12;12;0;12;US$3.150,00;US$600,00;US$2.500,00
188;189;2019-12-29 09:59:59;25016;AAAAAAAAAH;AAAAAAAABC;2019-12-18;Design;0;64081;6;US$1.000,00;0;12;19;6;6;0;12;US$2.150,00;US$300,00;US$1.800,00
189;190;2019-12-29 22:23:04;24401;AAAAAAAAAH;AAAAAAAAAL;2019-12-24;Develop;AWS,Node.js,Other;11417;5;US$600,00;0;0;47;5;4;0;0;US$1.856,00;US$500,00;US$900,00
190;191;2019-12-28 23:37:54;20205;AAAAAAAAAH;AAAAAAAABD;2019-12-26;QA;QA;15964;10;US$750,00;0;0;32;10;9;0;0;US$4.282,00;US$1.200,00;US$2.000,00
191;192;2019-12-27 06:05:24;21196;AAAAAAAAAH;AAAAAAAAAP;2019-12-25;QA;QA;4735;8;US$400,00;0;0;27;8;5;0;0;US$1.052,00;US$600,00;US$452,00
192;193;2019-12-27 22:56:05;24008;AAAAAAAAAH;AAAAAAAABI;2019-12-23;QA;QA;39193;11;US$600,00;0;0;29;11;11;0;0;US$2.316,00;US$600,00;US$900,00
193;194;2019-12-27 00:05:38;22339;AAAAAAAAAH;AAAAAAAABA;2019-12-23;Develop;API,Node.js,TypeScript;6217;2;US$800,00;0;0;37;2;2;0;0;US$1.984,00;US$600,00;US$1.200,00
194;195;2019-12-27 06:04:59;24725;AAAAAAAAAH;AAAAAAAAAP;2019-12-25;QA;Angular 2+,QA;4695;6;US$400,00;0;0;36;6;4;0;0;US$1.100,00;US$600,00;US$500,00
195;196;2019-12-27 20:04:23;24008;AAAAAAAAAH;AAAAAAAABL;2019-12-24;QA;QA;14491;9;US$400,00;0;0;24;9;9;0;0;US$1.154,00;US$0,00;US$600,00
196;197;2019-12-27 06:10:44;21196;AAAAAAAAAH;AAAAAAAAAP;2019-12-25;QA;QA;6137;7;US$400,00;0;0;27;7;4;0;0;US$1.042,00;US$600,00;US$442,00
197;198;2019-12-27 05:23:22;24600;AAAAAAAAAH;AAAAAAAAAZ;2019-12-20;Develop;Angular 2+,HTML5,SCSS;11700;3;US$1.400,00;0;0;27;3;2;0;0;US$3.484,00;US$600,00;US$2.100,00
198;199;2019-12-26 09:02:21;24486;AAAAAAAAAH;AAAAAAAAAQ;2019-12-11;Design;0;34043;7;US$1.300,00;0;8;22;7;7;0;8;US$3.150,00;US$600,00;US$2.500,00
199;200;2019-12-26 09:02:44;24486;AAAAAAAAAH;AAAAAAAAAQ;2019-12-11;Design;0;34038;15;US$1.300,00;0;17;31;15;15;0;17;US$3.150,00;US$600,00;US$2.500,00
200;201;2019-12-26 17:07:30;24742;AAAAAAAAAH;AAAAAAAABE;2019-12-20;QA;Appium,Mobile,Python,QA;10753;5;US$800,00;0;0;38;5;4;0;0;US$2.408,00;US$500,00;US$1.300,00
201;202;2019-12-26 00:26:38;23892;AAAAAAAAAH;AAAAAAAAAZ;2019-12-20;Develop;Angular 2+,HTML5,SCSS;11332;2;US$1.400,00;0;0;44;2;2;0;0;US$3.344,00;US$600,00;US$2.100,00
202;203;2019-12-25 14:33:43;21852;AAAAAAAAAH;AAAAAAAAAE;2019-12-18;Develop;HTML5,OCR,Python;12716;5;US$850,00;0;0;34;5;2;0;0;US$2.521,00;US$600,00;US$1.275,00
203;204;2019-12-25 02:29:17;24767;AAAAAAAAAH;AAAAAAAABA;2019-12-21;Develop;Angular 2+,TypeScript;8780;4;US$800,00;0;0;35;4;2;0;0;US$2.328,00;US$600,00;US$1.200,00
204;205;2019-12-25 21:07:40;12591;AAAAAAAAAH;AAAAAAAABN;2019-12-22;Develop;JavaScript,ReactJS;5566;1;US$500,00;0;0;29;1;0;0;0;US$180,00;US$0,00;US$750,00
205;206;2019-12-24 20:59:55;22339;AAAAAAAAAH;AAAAAAAABA;2019-12-20;Develop;Angular 2+,HTML,JavaScript,SCSS,TypeScript;8275;5;US$800,00;0;0;38;5;4;0;0;US$2.408,00;US$600,00;US$1.200,00
206;207;2019-12-24 15:59:00;24567;AAAAAAAAAH;AAAAAAAABE;2019-12-22;QA;Angular 4,Node.js,QA,TypeScript;0;0;US$500,00;0;0;0;0;0;0;0;US$0,00;US$0,00;US$500,00
207;208;2019-12-24 07:03:45;24385;AAAAAAAAAH;AAAAAAAAAY;2019-11-22;Design;0;48095;10;US$1.700,00;0;15;37;11;10;0;15;US$3.900,00;US$600,00;US$3.250,00
208;209;2019-12-24 21:14:26;22339;AAAAAAAAAH;AAAAAAAABA;2019-12-20;Develop;HTML,JavaScript,Jekyll,SCSS;6219;1;US$800,00;0;0;29;1;0;0;0;US$288,00;US$0,00;US$1.200,00
209;210;2019-12-24 10:01:13;21852;AAAAAAAAAH;AAAAAAAAAC;2019-12-11;Design;0;24190;9;US$1.700,00;0;18;41;9;9;0;18;US$3.800,00;US$600,00;US$3.250,00
210;211;2019-12-23 23:47:39;24496;AAAAAAAAAH;AAAAAAAABK;2019-12-18;Develop;CSS,JavaScript,Office365,XML;10019;3;US$800,00;0;0;29;3;1;0;0;US$1.848,00;US$600,00;US$1.200,00
211;212;2019-12-23 13:32:31;21852;AAAAAAAAAH;AAAAAAAAAE;2019-12-18;Develop;Angular 2+,Node.js,PostgreSQL;9516;2;US$1.100,00;0;0;35;2;0;0;0;US$506,00;US$0,00;US$1.650,00
212;213;2019-12-23 21:11:41;22241;AAAAAAAADY;AAAAAAAAAH;2019-12-13;Data Science;0;0;367;US$0,00;0;0;142;367;367;0;0;US$0,00;US$0,00;US$0,00
213;214;2019-12-23 19:08:36;22249;AAAAAAAAAH;AAAAAAAABO;2019-12-10;Data Science;Data Science;0;50;US$500,00;0;0;61;50;50;0;0;US$162,00;US$162,00;US$1.375,00
214;215;2019-12-23 19:07:48;22249;AAAAAAAAAH;AAAAAAAABO;2019-12-10;Data Science;Data Science;0;46;US$500,00;0;0;62;46;46;0;0;US$162,00;US$162,00;US$1.375,00
215;216;2019-12-22 07:24:50;21925;AAAAAAAADV;AAAAAAAABJ;2019-12-12;Data Science;Data Science,Python;27860;13;US$3.000,00;0;0;83;13;13;0;0;US$11.230,00;US$2.940,00;US$5.950,00
216;217;2019-12-22 23:26:41;21196;AAAAAAAAAH;AAAAAAAAAP;2019-12-17;Develop;Angular 2+,Angular 4;8263;1;US$800,00;0;0;30;1;1;0;0;US$1.688,00;US$600,00;US$1.200,00
218;219;2019-12-22 10:02:23;24766;AAAAAAAAAH;AAAAAAAAAC;2019-12-06;Design;0;40976;10;US$1.300,00;0;20;45;11;10;0;20;US$3.150,00;US$600,00;US$2.500,00
219;220;2019-12-22 10:42:06;24268;AAAAAAAADW;AAAAAAAABK;2019-12-14;QA;.NET,C#,QA,Selenium;14426;1;US$1.000,00;0;0;20;1;0;0;0;US$360,00;US$0,00;US$1.500,00
220;221;2019-12-22 21:44:39;17008;AAAAAAAAAH;AAAAAAAABE;2019-12-08;QA;Node.js,QA,ReactJS;0;1;US$2.000,00;0;0;45;1;1;0;0;US$200,00;US$200,00;US$2.000,00
221;222;2019-12-22 07:20:53;24725;AAAAAAAAAH;AAAAAAAAAP;2019-12-17;QA;Angular 2+,Angular 4,Node.js,QA;8841;3;US$800,00;0;0;32;3;1;0;0;US$1.848,00;US$600,00;US$1.200,00
222;223;2019-12-22 01:21:45;12591;AAAAAAAAAH;AAAAAAAABN;2019-12-19;Develop;JavaScript,ReactJS;0;0;US$400,00;0;0;21;0;0;0;0;US$0,00;US$0,00;US$600,00
223;224;2019-12-21 15:32:47;21920;AAAAAAAADZ;AAAAAAAAAH;2019-12-18;Develop;Other;6377;1;US$150,00;0;0;12;1;1;0;0;US$180,00;US$0,00;US$150,00
224;225;2019-12-21 15:39:44;21920;AAAAAAAADZ;AAAAAAAAAH;2019-12-18;Develop;Other;6454;1;US$150,00;0;0;3;1;1;0;0;US$180,00;US$0,00;US$150,00
225;226;2019-12-21 15:39:40;21920;AAAAAAAADZ;AAAAAAAAAH;2019-12-18;Develop;Other;6409;1;US$150,00;0;0;3;1;1;0;0;US$180,00;US$0,00;US$150,00
226;227;2019-12-21 15:32:52;21920;AAAAAAAADZ;AAAAAAAAAH;2019-12-18;Develop;Other;6409;1;US$150,00;0;0;6;1;1;0;0;US$180,00;US$0,00;US$150,00
227;228;2019-12-21 23:27:35;21196;AAAAAAAAAH;AAAAAAAAAP;2019-12-17;Develop;Angular 2+,Angular 4;7462;1;US$800,00;0;0;28;1;1;0;0;US$1.688,00;US$600,00;US$1.200,00
228;229;2019-12-20 15:55:36;21920;AAAAAAAADZ;AAAAAAAAAH;2019-12-18;Develop;Other;6330;1;US$150,00;0;0;9;1;1;0;0;US$25,50;US$0,00;US$150,00
229;230;2019-12-19 00:02:51;20205;AAAAAAAAAH;AAAAAAAABD;2019-12-16;QA;QA;8906;26;US$327,25;0;0;42;26;9;0;0;US$8.174,60;US$1.200,00;US$2.751,55
230;231;2019-12-19 10:38:13;24268;AAAAAAAADW;AAAAAAAABK;2019-12-14;QA;.NET,C#,QA,Selenium;11262;1;US$1.000,00;0;0;24;1;1;0;0;US$1.960,00;US$600,00;US$1.500,00
231;232;2019-12-19 20:13:43;22339;AAAAAAAAAH;AAAAAAAABA;2019-12-15;Develop;Android,JavaScript,ReactJS,iOS;7199;1;US$1.400,00;0;0;28;1;1;0;0;US$2.504,00;US$600,00;US$2.100,00
232;233;2019-12-19 06:29:26;22339;AAAAAAAAAH;AAAAAAAABE;2019-12-13;Develop;AWS,Node.js,REST,TypeScript;11482;2;US$1.200,00;0;0;45;2;2;0;0;US$2.676,00;US$600,00;US$1.800,00
233;234;2019-12-19 06:18:12;21196;AAAAAAAAAH;AAAAAAAAAP;2019-12-17;Develop;AWS,Apache Kafka,Github,Microsoft Azure,Node.js;4923;3;US$400,00;0;0;15;3;3;0;0;US$1.424,00;US$600,00;US$600,00
234;235;2019-12-19 01:16:38;24401;AAAAAAAAAH;AAAAAAAAAL;2019-12-17;Develop;Node.js;4420;3;US$600,00;0;0;32;3;3;0;0;US$1.836,00;US$600,00;US$900,00
235;236;2019-12-18 02:05:30;24268;AAAAAAAADW;AAAAAAAABK;2019-12-07;QA;.NET,C#,QA,Selenium;18859;1;US$1.400,00;0;0;30;1;1;0;0;US$2.504,00;US$600,00;US$2.100,00
236;237;2019-12-18 23:15:52;24008;AAAAAAAAAH;AAAAAAAABI;2019-12-14;QA;QA;14798;12;US$600,00;0;0;59;12;12;0;0;US$2.376,00;US$600,00;US$900,00
238;239;2019-12-17 05:09:25;12591;AAAAAAAAAH;AAAAAAAAAP;2019-12-12;Develop;AWS,Elasticsearch,Node.js,ReactJS;9603;1;US$800,00;0;0;33;1;0;0;0;US$288,00;US$0,00;US$1.200,00
239;240;2019-12-17 06:08:37;24246;AAAAAAAAEA;AAAAAAAAAK;2019-11-27;Design;0;44080;7;US$1.700,00;0;15;41;7;7;0;15;US$4.025,00;US$600,00;US$3.250,00
240;241;2019-12-17 12:33:50;24567;AAAAAAAAAH;AAAAAAAABE;2019-12-12;Develop;Angular 4,Node.js,TypeScript;8391;3;US$800,00;0;0;36;3;3;0;0;US$2.248,00;US$600,00;US$1.200,00
241;242;2019-12-15 07:37:43;24212;AAAAAAAAAH;AAAAAAAAAV;2019-12-12;Develop;Java;5583;1;US$600,00;0;0;18;1;1;0;0;US$1.308,00;US$600,00;US$900,00
242;243;2019-12-14 01:57:10;24268;AAAAAAAADW;AAAAAAAABK;2019-12-07;QA;.NET,C#,QA,Selenium;0;0;US$800,00;0;0;28;0;0;0;0;US$0,00;US$0,00;US$1.200,00
243;244;2019-12-14 02:02:29;24268;AAAAAAAADW;AAAAAAAABK;2019-12-07;QA;.NET,C#,QA,Selenium;0;0;US$800,00;0;0;37;0;0;0;0;US$0,00;US$0,00;US$1.200,00
244;245;2019-12-14 14:04:59;24770;AAAAAAAAAH;AAAAAAAABA;2019-12-05;Develop;Android,Apache Cordova;16241;4;US$1.600,00;0;0;29;4;3;0;0;US$4.056,00;US$600,00;US$2.400,00
245;246;2019-12-14 17:00:28;21740;AAAAAAAACQ;AAAAAAAABC;2019-12-07;Design;0;13210;25;US$1.000,00;0;49;35;28;25;0;35;US$2.250,00;US$300,00;US$1.800,00
246;247;2019-12-14 23:36:30;20205;AAAAAAAAAH;AAAAAAAABD;2019-12-12;QA;QA;10263;12;US$750,00;0;0;33;12;9;0;0;US$4.372,50;US$1.200,00;US$2.000,00
247;248;2019-12-14 14:18:30;24770;AAAAAAAAAH;AAAAAAAABA;2019-12-05;Develop;Apache Cordova,iOS;15204;3;US$1.600,00;0;0;19;3;2;0;0;US$3.896,00;US$600,00;US$2.400,00
248;249;2019-12-13 10:08:07;23709;AAAAAAAAAH;AAAAAAAABC;2019-12-05;Design;0;20045;5;US$1.000,00;0;20;25;5;5;0;20;US$2.150,00;US$300,00;US$1.800,00
249;250;2019-12-12 09:18:12;22241;AAAAAAAAAH;AAAAAAAABP;2019-12-11;QA;QA;4104;33;US$25,00;0;0;52;33;33;0;0;US$550,00;US$300,00;US$250,00
250;251;2019-12-12 09:07:22;22241;AAAAAAAAAH;AAAAAAAAAC;2019-12-11;Design;0;6949;50;US$25,00;0;0;51;50;50;0;0;US$550,00;US$300,00;US$250,00
251;252;2019-12-12 22:31:29;23568;AAAAAAAAEB;AAAAAAAAAH;2019-12-06;Develop;Node.js;11876;3;US$400,00;0;0;25;3;2;0;0;US$824,00;US$0,00;US$600,00
253;254;2019-12-12 02:09:54;24576;AAAAAAAAAH;AAAAAAAABE;2019-12-06;Develop;Other;16331;13;US$1.800,00;0;0;51;13;6;0;0;US$3.896,40;US$700,00;US$3.100,00
254;255;2019-12-11 00:11:53;22826;AAAAAAAAAH;AAAAAAAAAW;2019-12-07;Develop;JavaScript;7191;2;US$800,00;0;0;23;2;2;0;0;US$2.168,00;US$600,00;US$1.200,00
255;256;2019-12-11 09:32:22;24393;AAAAAAAAAH;AAAAAAAAAD;2019-11-22;QA;API,Angular 2+,Docker,HTML,JBoss Seam,Java,JavaScript,Maven,Node.js,SQL Server;44606;2;US$1,00;0;0;49;2;1;0;0;US$601,00;US$600,00;US$1,00
256;257;2019-12-11 16:01:00;24298;AAAAAAAAAH;AAAAAAAAAD;2019-12-05;Develop;CSS,HTML,JSON,JavaScript,Node.js,ReactJS;0;0;US$2.000,00;0;0;21;0;0;0;0;US$0,00;US$0,00;US$3.000,00
257;258;2019-12-11 01:20:10;24725;AAAAAAAAAH;AAAAAAAAAP;2019-12-05;QA;Angular 2+,Angular 4,Node.js,QA;9826;1;US$800,00;0;0;30;1;0;0;0;US$288,00;US$0,00;US$1.200,00
258;259;2019-12-11 03:23:31;22339;AAAAAAAAAH;AAAAAAAABA;2019-12-06;Develop;Android,Java;9937;4;US$1.200,00;0;0;29;4;3;0;0;US$3.192,00;US$600,00;US$1.800,00
